cust_code,customer_name,item_code,item_description,invoice_date,invoice_no,quantity,price,amount,cost,profit,margin,source_file
CHASER,The Chase,17020,Sea Bass (Whole 800-1000gm),2026-03-10,0996299,6,24.95,149.70,76.76,72.94,48.72,DSCI.txt
CHASER,The Chase,17020,Sea Bass (Whole 800-1000gm),2026-03-14,0996880,10.4,24.95,259.48,110.61,148.87,57.37,DSCI.txt
FREDER,The Frederick,17020,Sea Bass (Whole 800-1000gm),2026-03-11,0996462,5.3,24.95,132.24,67.81,64.43,48.72,DSCI.txt
FREDER,The Frederick,17020,Sea Bass (Whole 800-1000gm),2026-03-13,0996767,12,24.95,299.40,153.53,145.87,48.72,DSCI.txt
FREDER,The Frederick,17020,Sea Bass (Whole 800-1000gm),2026-03-16,0996977,6.4,24.95,159.68,68.07,91.61,57.37,DSCI.txt
MILIIN,Miss Likklemores Inc,17020,Sea Bass (Whole 800-1000gm),2026-03-11,0996377,11.3,15.95,180.24,144.57,35.67,19.79,DSCI.txt
MILIIN,Miss Likklemores Inc,17020,Sea Bass (Whole 800-1000gm),2026-03-13,0996706,15.8,15.95,252.01,202.15,49.86,19.79,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17020,Sea Bass (Whole 800-1000gm),2026-03-10,0996240,6.4,15.95,102.08,81.88,20.20,19.79,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17020,Sea Bass (Whole 800-1000gm),2026-03-11,0996458,6.6,13.7,90.42,84.44,5.98,6.61,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17020,Sea Bass (Whole 800-1000gm),2026-03-12,0996533,2.3,15.95,36.69,29.43,7.26,19.80,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17020,Sea Bass (Whole 800-1000gm),2026-03-13,0996771,6.8,15.95,108.46,87.00,21.46,19.79,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17020,Sea Bass (Whole 800-1000gm),2026-03-14,0996869,6.5,14.95,97.18,69.13,28.05,28.86,DSCI.txt
ONE-JY,One Time Customer - Jeff Yu,17020,Sea Bass (Whole 800-1000gm),2026-03-12,0996611,7.5,13.5,101.25,95.96,5.29,5.23,DSCI.txt
SOHO,Soho House Toronto,17020,Sea Bass (Whole 800-1000gm),2026-03-09,0996045,7.5,12.95,97.13,95.65,1.48,1.52,DSCI.txt
VINTAG,Vintage Conservatory - King,17020,Sea Bass (Whole 800-1000gm),2026-03-10,0996253,12.4,15.95,197.78,158.65,39.13,19.79,DSCI.txt
VINTAG,Vintage Conservatory - King,17020,Sea Bass (Whole 800-1000gm),2026-03-13,0996713,20,15.95,319.00,255.88,63.12,19.79,DSCI.txt
ABRIEL,Abrielle,17040,Sea Bream (Whole 400-600gm),2026-03-09,0996127,9.5,8.95,85.03,59.65,25.38,29.85,DSCI.txt
ABRIEL,Abrielle,17040,Sea Bream (Whole 400-600gm),2026-03-10,0996301,22.5,8.95,201.38,141.44,59.94,29.77,DSCI.txt
ABRIEL,Abrielle,17040,Sea Bream (Whole 400-600gm),2026-03-11,0996374,8.1,8.95,72.50,51.68,20.82,28.72,DSCI.txt
ABRIEL,Abrielle,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996666,13.5,8.95,120.83,87.17,33.66,27.85,DSCI.txt
AXIEL,Axiel Foods - MCEWAN GROUP,17040,Sea Bream (Whole 400-600gm),2026-03-09,0996154,2.5,7.95,19.88,15.70,4.18,21.04,DSCI.txt
AXIEL,Axiel Foods - MCEWAN GROUP,17040,Sea Bream (Whole 400-600gm),2026-03-12,0996582,2.5,8.95,22.38,15.95,6.43,28.73,DSCI.txt
AXIEL,Axiel Foods - MCEWAN GROUP,17040,Sea Bream (Whole 400-600gm),2026-03-16,0997044,2.5,7.95,19.88,16.16,3.72,18.70,DSCI.txt
AXIELR,Axiel Foods - Retail Web,17040,Sea Bream (Whole 400-600gm),2026-03-14,0996944,28.75,13.75,395.25,185.86,209.39,52.98,DSCI.txt
BIFF,Oliver & Bonacini 33 Yonge Ltd. O/A Biff,17040,Sea Bream (Whole 400-600gm),2026-03-12,0996548,1.15,9.95,11.44,7.34,4.10,35.87,DSCI.txt
CONTRA,Contrada,17040,Sea Bream (Whole 400-600gm),2026-03-11,0996378,25,9.95,248.75,159.50,89.25,35.88,DSCI.txt
CONTRA,Contrada,17040,Sea Bream (Whole 400-600gm),2026-03-16,0997023,12.5,8.95,111.88,80.81,31.07,27.77,DSCI.txt
CUCCI,Cucci Ristorante Inc.,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996672,31.25,9.95,310.94,201.79,109.15,35.10,DSCI.txt
GIO,Gio Rana's Really Really Nice Restaurant,17040,Sea Bream (Whole 400-600gm),2026-03-10,0996307,7.5,8.95,67.13,47.15,19.98,29.77,DSCI.txt
GIO,Gio Rana's Really Really Nice Restaurant,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996779,18.75,8.95,167.81,121.07,46.74,27.85,DSCI.txt
GOS-QW,The Good Son Restaurant -Queen West,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996691,6.25,9.95,62.19,40.36,21.83,35.11,DSCI.txt
GREGAR,Concrete Inc. / Grey Gardens,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996665,1.25,8.95,11.19,8.07,3.12,27.87,DSCI.txt
GUS501,Gusto 501,17040,Sea Bream (Whole 400-600gm),2026-03-10,0996218,6.25,9.95,62.19,39.29,22.90,36.83,DSCI.txt
GUS501,Gusto 501,17040,Sea Bream (Whole 400-600gm),2026-03-11,0996338,8.1,9.95,80.60,51.68,28.92,35.88,DSCI.txt
GUS501,Gusto 501,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996695,13,9.95,129.35,83.94,45.41,35.10,DSCI.txt
GUS501,Gusto 501,17040,Sea Bream (Whole 400-600gm),2026-03-16,0997012,3.9,9.95,38.81,25.21,13.60,35.03,DSCI.txt
HERON,Heron,17040,Sea Bream (Whole 400-600gm),2026-03-11,0996389,25,9.95,248.75,159.50,89.25,35.88,DSCI.txt
JOSO,Joso's,17040,Sea Bream (Whole 400-600gm),2026-03-10,0996310,25.2,8.5,214.20,158.41,55.79,26.05,DSCI.txt
MORETC,Caffe Moretti - Cartwright,17040,Sea Bream (Whole 400-600gm),2026-03-10,0996260,5.75,8.95,51.46,36.15,15.31,29.76,DSCI.txt
O&B-AE,O&B-O/A AERA,17040,Sea Bream (Whole 400-600gm),2026-03-14,0996844,5,8.95,44.75,32.32,12.43,27.77,DSCI.txt
O&B-DO,O&B WELL HOSPITALITY INC.-The Dorset,17040,Sea Bream (Whole 400-600gm),2026-03-12,0996578,11.25,9.95,111.94,71.78,40.16,35.88,DSCI.txt
PEADIV,Pearl Diver,17040,Sea Bream (Whole 400-600gm),2026-03-11,0996417,4.45,9.95,44.28,28.39,15.89,35.88,DSCI.txt
PEADIV,Pearl Diver,17040,Sea Bream (Whole 400-600gm),2026-03-12,0996603,2.45,9.95,24.38,15.63,8.75,35.89,DSCI.txt
PEADIV,Pearl Diver,17040,Sea Bream (Whole 400-600gm),2026-03-13,0996758,5.25,9.95,52.24,33.90,18.34,35.11,DSCI.txt
PEADIV,Pearl Diver,17040,Sea Bream (Whole 400-600gm),2026-03-14,0996893,2.35,9.95,23.38,15.19,8.19,35.02,DSCI.txt
TUTMAT,Tutti Matti Ristorante Toscano,17040,Sea Bream (Whole 400-600gm),2026-03-12,0996622,25,9.95,248.75,159.50,89.25,35.88,DSCI.txt
WILGAS,The Wilcox Gastropub,17040,Sea Bream (Whole 400-600gm),2026-03-12,0996513,10.35,8.95,92.63,66.03,26.60,28.71,DSCI.txt
7ENOTE,7 Enoteca,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996266,11.7,12.95,151.52,98.26,53.26,35.15,DSCI.txt
7ENOTE,7 Enoteca,17050,Sea Bream (Whole 600-800gm),2026-03-11,0996433,7.8,12.95,101.01,65.50,35.51,35.15,DSCI.txt
7ENOTE,7 Enoteca,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996859,7.8,12.95,101.01,57.07,43.94,43.50,DSCI.txt
ALO-D,Alo Bar Downtown,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996618,1.7,9.5,16.15,14.28,1.87,11.60,DSCI.txt
ALOE-B,Aloette 81 Bay LP,17050,Sea Bream (Whole 600-800gm),2026-03-09,0996123,12.8,23.95,306.56,80.61,225.95,73.71,DSCI.txt
ALOE-B,Aloette 81 Bay LP,17050,Sea Bream (Whole 600-800gm),2026-03-16,0997035,7,23.95,167.65,51.22,116.43,69.45,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-09,0996152,6.1,23.95,146.10,38.41,107.69,73.71,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996272,3.3,28.95,95.54,27.71,67.83,70.99,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-11,0996440,3,28.95,86.85,25.19,61.66,70.99,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996609,5.1,28.95,147.65,42.83,104.82,70.99,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996703,3.1,28.95,89.75,26.03,63.72,70.99,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996881,5.4,23.95,129.33,39.51,89.82,69.45,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,17050,Sea Bream (Whole 600-800gm),2026-03-16,0997036,3.8,23.95,91.01,27.80,63.21,69.45,DSCI.txt
AZHRES,Azhar Restaurant and Bar,17050,Sea Bream (Whole 600-800gm),2026-03-09,0996079,7.8,10.5,81.90,55.95,25.95,31.69,DSCI.txt
AZHRES,Azhar Restaurant and Bar,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996506,7.8,12.95,101.01,65.50,35.51,35.15,DSCI.txt
AZHRES,Azhar Restaurant and Bar,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996845,7.8,10.5,81.90,57.07,24.83,30.31,DSCI.txt
BYMARK,Bymark 20004995 Ont. Ltd,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996285,7.8,12.95,101.01,65.50,35.51,35.15,DSCI.txt
BYMARK,Bymark 20004995 Ont. Ltd,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996737,9.75,12.95,126.26,81.88,44.38,35.15,DSCI.txt
BYMARK,Bymark 20004995 Ont. Ltd,17050,Sea Bream (Whole 600-800gm),2026-03-16,0996988,9.8,12.95,126.91,71.71,55.20,43.50,DSCI.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,17050,Sea Bream (Whole 600-800gm),2026-03-09,0996137,3.1,10.5,32.55,19.52,13.03,40.03,DSCI.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996278,3,28.95,86.85,25.19,61.66,70.99,DSCI.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,17050,Sea Bream (Whole 600-800gm),2026-03-11,0996419,5.4,17.95,96.93,45.35,51.58,53.21,DSCI.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996788,3,28.95,86.85,25.19,61.66,70.99,DSCI.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996886,5.5,28.95,159.23,40.24,118.99,74.73,DSCI.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,17050,Sea Bream (Whole 600-800gm),2026-03-16,0997037,3.2,28.95,92.64,23.41,69.23,74.73,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-09,0996136,29.25,10.5,307.13,184.20,122.93,40.03,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996180,29.25,12.95,378.79,245.64,133.15,35.15,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996237,29.25,12.95,378.79,245.64,133.15,35.15,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-11,0996413,33.15,12.95,429.29,278.40,150.89,35.15,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996552,31.2,12.95,404.04,262.02,142.02,35.15,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996777,39,12.95,505.05,327.52,177.53,35.15,DSCI.txt
DAPHNE,Daphne,17050,Sea Bream (Whole 600-800gm),2026-03-16,0996997,29.3,12.95,379.44,214.39,165.05,43.50,DSCI.txt
GOS-DM,The Good Son Restaurant - Don Mills,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996190,5.85,12.95,75.76,49.13,26.63,35.15,DSCI.txt
JOSO,Joso's,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996800,27.2,8.95,243.44,228.43,15.01,6.17,DSCI.txt
JUDALI,Judaline,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996617,7.8,12.95,101.01,65.50,35.51,35.15,DSCI.txt
KIIN,KiiN Restaurant - 326 Adelaide,17050,Sea Bream (Whole 600-800gm),2026-03-11,0996450,7.8,12.95,101.01,65.50,35.51,35.15,DSCI.txt
KIIN,KiiN Restaurant - 326 Adelaide,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996597,7.8,12.95,101.01,65.50,35.51,35.15,DSCI.txt
LESEBI,Le Sélect Bistro,17050,Sea Bream (Whole 600-800gm),2026-03-09,0996087,19.5,10.75,209.63,122.80,86.83,41.42,DSCI.txt
LESEBI,Le Sélect Bistro,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996781,11.7,12.95,151.52,98.26,53.26,35.15,DSCI.txt
SASSIM,Sash,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996916,7.8,12.95,101.01,57.07,43.94,43.50,DSCI.txt
SOLUNA,Soluna,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996568,3.9,12.95,50.51,32.75,17.76,35.16,DSCI.txt
TACHI,Tachi Central Kitchen Corp,17050,Sea Bream (Whole 600-800gm),2026-03-10,0996230,8,9.8,78.40,67.18,11.22,14.31,DSCI.txt
TACHI,Tachi Central Kitchen Corp,17050,Sea Bream (Whole 600-800gm),2026-03-11,0996368,6,9.8,58.80,50.39,8.41,14.31,DSCI.txt
TACHI,Tachi Central Kitchen Corp,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996556,16,12.95,207.20,134.37,72.83,35.15,DSCI.txt
TACHI,Tachi Central Kitchen Corp,17050,Sea Bream (Whole 600-800gm),2026-03-13,0996735,14,9.8,137.20,117.57,19.63,14.31,DSCI.txt
TACHI,Tachi Central Kitchen Corp,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996926,10,12.95,129.50,73.17,56.33,43.50,DSCI.txt
VICTOR,Victor Restaurant,17050,Sea Bream (Whole 600-800gm),2026-03-12,0996520,13.65,12.95,176.77,114.63,62.14,35.15,DSCI.txt
VICTOR,Victor Restaurant,17050,Sea Bream (Whole 600-800gm),2026-03-14,0996908,15.6,12.95,202.02,114.15,87.87,43.50,DSCI.txt
JOSO,Joso's,17070,Sea Bream Iki Jime (NZ),2026-03-13,0996800,20,13.95,279.00,210.81,68.19,24.44,DSCI.txt
LYLATO,Lyla Toronto,17070,Sea Bream Iki Jime (NZ),2026-03-10,0996320,10.5,15.95,167.48,112.16,55.32,33.03,DSCI.txt
LYLATO,Lyla Toronto,17070,Sea Bream Iki Jime (NZ),2026-03-11,0996468,9.7,15.95,154.72,103.62,51.10,33.03,DSCI.txt
LYLATO,Lyla Toronto,17070,Sea Bream Iki Jime (NZ),2026-03-13,0996799,8,15.95,127.60,84.33,43.27,33.91,DSCI.txt
MARAA,Mar'aa Yorkville,17070,Sea Bream Iki Jime (NZ),2026-03-11,0996457,25,16.95,423.75,267.06,156.69,36.98,DSCI.txt
MARAA,Mar'aa Yorkville,17070,Sea Bream Iki Jime (NZ),2026-03-13,0996795,16,16.95,271.20,168.65,102.55,37.81,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17070,Sea Bream Iki Jime (NZ),2026-03-11,0996458,2.2,15.7,34.54,23.50,11.04,31.96,DSCI.txt
MYTRES,Myth Restaurant (The Citizen),17070,Sea Bream Iki Jime (NZ),2026-03-13,0996796,7.7,15.7,120.89,81.16,39.73,32.86,DSCI.txt
SOFRES,Sofia Restaurant & Bar,17070,Sea Bream Iki Jime (NZ),2026-03-12,0996559,20.6,25.95,534.57,220.05,314.52,58.84,DSCI.txt
AXIELR,Axiel Foods - Retail Web,17076,Seafood Japan,2026-03-14,0996944,2,39.99,79.98,121.92,-41.94,-52.44,DSCI.txt
AXIELR,Axiel Foods - Retail Web,17076,Seafood Japan,2026-03-14,0996944,0.2205,147.62,32.55,13.44,19.11,58.70,DSCI.txt
COM-CI,Compass Group Canada /CIBC,17076,Seafood Japan,2026-03-10,0996221,0.221,316.75,70.00,8.46,61.54,87.92,DSCI.txt
DANICO,DaNico Restaurant,17076,Seafood Japan,2026-03-11,0996452,35.14,31.95,1122.72,1354.44,-231.72,-20.64,DSCI.txt
DANICO,DaNico Restaurant,17076,Seafood Japan,2026-03-11,0996452,18.35,28.95,531.23,707.28,-176.05,-33.14,DSCI.txt
DANICO,DaNico Restaurant,17076,Seafood Japan,2026-03-11,0996452,0.663,158.37,105.00,25.55,79.45,75.66,DSCI.txt
DANICO,DaNico Restaurant,17076,Seafood Japan,2026-03-11,0996452,0.884,160,141.44,34.07,107.37,75.91,DSCI.txt
DANICO,DaNico Restaurant,17076,Seafood Japan,2026-03-11,0996459,4.41,45,198.45,169.98,28.47,14.35,DSCI.txt
ENFIDI,Enigma Fine Dining,17076,Seafood Japan,2026-03-10,0996220,0.11,318.18,35.00,4.21,30.79,87.97,DSCI.txt
KAPSAT,Kappo Sato,17076,Seafood Japan,2026-03-12,0996526,0.56,214.29,120.00,21.58,98.42,82.01,DSCI.txt
KAPSAT,Kappo Sato,17076,Seafood Japan,2026-03-12,0996526,1.77,42.37,75.00,68.22,6.78,9.04,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,2.21,90.5,200.01,84.02,115.99,57.99,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,2.21,58.83,130.01,84.02,45.99,35.38,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,2.1,43,90.30,79.84,10.46,11.59,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,1.33,36,47.88,50.56,-2.68,-5.60,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,1.31,34.35,45.00,49.80,-4.80,-10.67,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,1.71,33,56.43,65.01,-8.58,-15.20,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,5.75,61,350.75,218.60,132.15,37.68,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,1.29,33,42.57,49.04,-6.47,-15.20,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,4.31,39,168.09,163.86,4.23,2.52,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,1.66,60,99.60,63.11,36.49,36.64,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,1.26,96,120.96,47.90,73.06,60.40,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,4.09,68,278.12,155.49,122.63,44.09,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,4.42,58,256.36,168.04,88.32,34.45,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,7.63,37,282.31,290.07,-7.76,-2.75,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,0.93,247.32,230.01,35.36,194.65,84.63,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-09,0996075,0.442,142.53,63.00,16.80,46.20,73.33,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,2.88,35,100.80,111.01,-10.21,-10.13,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,11.05,50,552.50,425.91,126.59,22.91,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,1.22,33,40.26,47.02,-6.76,-16.80,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,5.09,73,371.57,196.19,175.38,47.20,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,5.09,61,310.49,196.19,114.30,36.81,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,1.33,140,186.20,51.26,134.94,72.47,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,1.29,92,118.68,49.72,68.96,58.10,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,2.33,35,81.55,89.81,-8.26,-10.13,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,5.31,95,504.45,204.67,299.78,59.43,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,1.105,81.45,90.00,42.59,47.41,52.68,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,1.105,81.45,90.00,42.59,47.41,52.68,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,4.09,82,335.38,157.65,177.73,52.99,DSCI.txt
SHIZUK,Shizuku Japanese Restaurant,17076,Seafood Japan,2026-03-11,0996441,2.21,80,176.80,85.18,91.62,51.82,DSCI.txt
SHOUSH,Shoushin,17076,Seafood Japan,2026-03-12,0996525,0.442,113.12,50.00,17.04,32.96,65.93,DSCI.txt
SHOUSH,Shoushin,17076,Seafood Japan,2026-03-12,0996525,2.21,81.45,180.00,85.18,94.82,52.68,DSCI.txt
SHOUSH,Shoushin,17076,Seafood Japan,2026-03-12,0996525,0.78,33,25.74,30.06,-4.32,-16.80,DSCI.txt
SHOUSH,Shoushin,17076,Seafood Japan,2026-03-12,0996525,22.55,49,1104.95,869.17,235.78,21.34,DSCI.txt
SHOUSH,Shoushin,17076,Seafood Japan,2026-03-12,0996525,0.884,147.06,130.00,34.07,95.93,73.79,DSCI.txt
BRAGAS,Bramble Gastropub,17100,Skate Wing (whole),2026-03-09,0996145,20.3,5.95,120.79,61.79,59.00,48.85,DSCI.txt
GENPUB,General Public Restaurant,17100,Skate Wing (whole),2026-03-11,0996379,8.4,5.95,49.98,25.19,24.79,49.60,DSCI.txt
GENPUB,General Public Restaurant,17100,Skate Wing (whole),2026-03-13,0996755,10.7,5.95,63.67,32.09,31.58,49.61,DSCI.txt
GENPUB,General Public Restaurant,17100,Skate Wing (whole),2026-03-14,0996906,6.1,5.95,36.30,18.29,18.01,49.61,DSCI.txt
HENRES,Henry's Restaurant & Wine Bar,17100,Skate Wing (whole),2026-03-10,0996288,10.3,5.95,61.29,30.89,30.40,49.61,DSCI.txt
HENRES,Henry's Restaurant & Wine Bar,17100,Skate Wing (whole),2026-03-11,0996388,15.8,5.95,94.01,47.38,46.63,49.60,DSCI.txt
HENRES,Henry's Restaurant & Wine Bar,17100,Skate Wing (whole),2026-03-14,0996853,15.8,5.95,94.01,47.38,46.63,49.60,DSCI.txt
ALO-C,Alo Bar Cumberland -(Yorkville),17130,Sole Dover (Whole),2026-03-10,0996249,14.2,30.95,439.49,344.06,95.43,21.71,DSCI.txt
ALO-C,Alo Bar Cumberland -(Yorkville),17130,Sole Dover (Whole),2026-03-12,0996576,7.3,30.95,225.94,176.88,49.06,21.71,DSCI.txt
ALO-S,Alo - Salon,17130,Sole Dover (Whole),2026-03-10,0996247,14.5,31.95,463.28,351.33,111.95,24.16,DSCI.txt
ALORES,Alo Restaurant - Spadina,17130,Sole Dover (Whole),2026-03-09,0996139,12.4,31.95,396.18,300.35,95.83,24.19,DSCI.txt
ALORES,Alo Restaurant - Spadina,17130,Sole Dover (Whole),2026-03-11,0996423,12,31.95,383.40,290.76,92.64,24.16,DSCI.txt
ALORES,Alo Restaurant - Spadina,17130,Sole Dover (Whole),2026-03-14,0996923,2.5,31.95,79.88,60.57,19.31,24.17,DSCI.txt
ANST,Animl Steakhouse,17130,Sole Dover (Whole),2026-03-13,0996744,4.7,31.95,150.17,113.88,36.29,24.17,DSCI.txt
AUBERG,Auberge Du Pommier Inc.,17130,Sole Dover (Whole),2026-03-12,0996585,5,31.95,159.75,121.15,38.60,24.16,DSCI.txt
AUBERG,Auberge Du Pommier Inc.,17130,Sole Dover (Whole),2026-03-13,0996722,4.7,31.95,150.17,113.88,36.29,24.17,DSCI.txt
CASPAC,Casa Paco,17130,Sole Dover (Whole),2026-03-11,0996447,6.2,31.95,198.09,150.22,47.87,24.16,DSCI.txt
CHIRES,Chiado Restaurant,17130,Sole Dover (Whole),2026-03-11,0996484,5.8,31.95,185.31,140.53,44.78,24.16,DSCI.txt
ELOISE,Eloise Restaurant,17130,Sole Dover (Whole),2026-03-12,0996574,12.2,31.95,389.79,295.60,94.19,24.16,DSCI.txt
ELOISE,Eloise Restaurant,17130,Sole Dover (Whole),2026-03-14,0996894,11.8,31.95,377.01,285.91,91.10,24.16,DSCI.txt
HARB60,Harbour 60 Toronto,17130,Sole Dover (Whole),2026-03-09,0996144,7.2,30.95,222.84,174.40,48.44,21.74,DSCI.txt
HARB60,Harbour 60 Toronto,17130,Sole Dover (Whole),2026-03-12,0996599,6,30.95,185.70,145.38,40.32,21.71,DSCI.txt
HARB60,Harbour 60 Toronto,17130,Sole Dover (Whole),2026-03-14,0996895,8.9,30.95,275.46,215.64,59.82,21.71,DSCI.txt
HARB60,Harbour 60 Toronto,17130,Sole Dover (Whole),2026-03-16,0997034,6.4,30.95,198.08,155.07,43.01,21.71,DSCI.txt
MAGOCL,Magna Golf Club,17130,Sole Dover (Whole),2026-03-12,0996581,14,31.95,447.30,339.22,108.08,24.16,DSCI.txt
ONE,One Restaurant,17130,Sole Dover (Whole),2026-03-13,0996774,6.1,31.95,194.90,147.80,47.10,24.17,DSCI.txt
SASSIM,Sash,17130,Sole Dover (Whole),2026-03-12,0996596,6.9,31.95,220.46,167.19,53.27,24.17,DSCI.txt
SOFRES,Sofia Restaurant & Bar,17130,Sole Dover (Whole),2026-03-12,0996613,9.8,31.95,313.11,237.45,75.66,24.16,DSCI.txt
STRETO,The St. Regis Toronto,17130,Sole Dover (Whole),2026-03-13,0996650,18,31.95,575.10,436.14,138.96,24.16,DSCI.txt
STRETO,The St. Regis Toronto,17130,Sole Dover (Whole),2026-03-16,0997033,7.1,31.95,226.85,172.03,54.82,24.17,DSCI.txt
